region_id,year,bhi_employ_rate
BHI-001,2007,0.7404419448511597
BHI-001,2008,0.7411602648065992
BHI-001,2009,0.7153489663965071
BHI-001,2010,0.7210678511515554
BHI-001,2011,0.7348126581206464
BHI-001,2012,0.737153884202399
BHI-001,2013,0.7408110573739992
BHI-001,2014,0.7487772486632308
BHI-001,2015,0.7586021987127217
BHI-001,2016,0.7611489895534902
BHI-001,2017,0.7679263189601595
BHI-001,2018,0.7734115192402924
BHI-001,2019,0.774804712763477
BHI-001,2020,0.7541312771624761
BHI-002,2007,0.7716128063783578
BHI-002,2008,0.7688105504081415
BHI-002,2009,0.742311507235304
BHI-002,2010,0.7248629282074668
BHI-002,2011,0.7182316898817935
BHI-002,2012,0.7133086225293679
BHI-002,2013,0.71404688478446
BHI-002,2014,0.7180793483044645
BHI-002,2015,0.7246877855214942
BHI-002,2016,0.7342069136355576
BHI-002,2017,0.7381844549993096
BHI-002,2018,0.7453762348100053
BHI-002,2019,0.7539654396309031
BHI-002,2020,0.7478123853942773
BHI-003,2007,0.7666193250555694
BHI-003,2008,0.7524806932652888
BHI-003,2009,0.7230497710560767
BHI-003,2010,0.7066810722558394
BHI-003,2011,0.7111041465275255
BHI-003,2012,0.7036774819698587
BHI-003,2013,0.6952173013512472
BHI-003,2014,0.6988603407048829
BHI-003,2015,0.709964218069241
BHI-003,2016,0.7117205712716776
BHI-003,2017,0.7209055682439687
BHI-003,2018,0.731575247057336
BHI-003,2019,0.7406068016323964
BHI-003,2020,0.7346595968183347
BHI-005,2007,0.723
BHI-005,2008,0.731
BHI-005,2009,0.711
BHI-005,2010,0.716
BHI-005,2011,0.716
BHI-005,2012,0.7140000000000001
BHI-005,2013,0.722
BHI-005,2014,0.722
BHI-005,2015,0.7340000000000001
BHI-005,2016,0.738
BHI-005,2017,0.7390000000000001
BHI-005,2018,0.738
BHI-005,2019,0.73
BHI-005,2020,0.718
BHI-006,2007,0.7809999999999999
BHI-006,2008,0.7759999999999999
BHI-006,2009,0.7490000000000001
BHI-006,2010,0.7340000000000001
BHI-006,2011,0.728
BHI-006,2012,0.725
BHI-006,2013,0.727
BHI-006,2014,0.728
BHI-006,2015,0.738
BHI-006,2016,0.7509999999999998
BHI-006,2017,0.752
BHI-006,2018,0.759
BHI-006,2019,0.768
BHI-006,2020,0.762
BHI-007,2007,0.772
BHI-007,2008,0.75
BHI-007,2009,0.725
BHI-007,2010,0.7149999999999999
BHI-007,2011,0.7140000000000002
BHI-007,2012,0.703
BHI-007,2013,0.696
BHI-007,2014,0.708
BHI-007,2015,0.71
BHI-007,2016,0.71
BHI-007,2017,0.722
BHI-007,2018,0.722
BHI-007,2019,0.7359999999999999
BHI-007,2020,0.732
BHI-008,2007,0.698
BHI-008,2008,0.708
BHI-008,2009,0.706
BHI-008,2010,0.713
BHI-008,2011,0.727
BHI-008,2012,0.735
BHI-008,2013,0.737
BHI-008,2014,0.7420000000000001
BHI-008,2015,0.747
BHI-008,2016,0.741
BHI-008,2017,0.7509999999999999
BHI-008,2018,0.7559999999999999
BHI-008,2019,0.774
BHI-008,2020,0.7699999999999999
BHI-009,2007,0.7719999999999999
BHI-009,2008,0.75
BHI-009,2009,0.725
BHI-009,2010,0.715
BHI-009,2011,0.7140000000000002
BHI-009,2012,0.703
BHI-009,2013,0.696
BHI-009,2014,0.708
BHI-009,2015,0.7100000000000001
BHI-009,2016,0.71
BHI-009,2017,0.7219999999999999
BHI-009,2018,0.722
BHI-009,2019,0.736
BHI-009,2020,0.732
BHI-010,2007,0.6799504986361503
BHI-010,2008,0.696832652472384
BHI-010,2009,0.7004433876075072
BHI-010,2010,0.710628839020196
BHI-010,2011,0.7218965690522783
BHI-010,2012,0.7232633113469428
BHI-010,2013,0.7245236641822
BHI-010,2014,0.7299558751231295
BHI-010,2015,0.7353702751926295
BHI-010,2016,0.7348033830033499
BHI-010,2017,0.7448380280446327
BHI-010,2018,0.7467710161282883
BHI-010,2019,0.7644058652540369
BHI-010,2020,0.7680851798856371
BHI-011,2007,0.723
BHI-011,2008,0.731
BHI-011,2009,0.711
BHI-011,2010,0.716
BHI-011,2011,0.716
BHI-011,2012,0.7140000000000001
BHI-011,2013,0.722
BHI-011,2014,0.722
BHI-011,2015,0.7340000000000001
BHI-011,2016,0.738
BHI-011,2017,0.7390000000000001
BHI-011,2018,0.738
BHI-011,2019,0.73
BHI-011,2020,0.718
BHI-012,2007,0.7761079757299706
BHI-012,2008,0.761877055354483
BHI-012,2009,0.7360094650883351
BHI-012,2010,0.7237705768121716
BHI-012,2011,0.7205053083530407
BHI-012,2012,0.7132837924507484
BHI-012,2013,0.710583725780654
BHI-012,2014,0.7174562531588589
BHI-012,2015,0.7232810423225865
BHI-012,2016,0.7294811431078283
BHI-012,2017,0.7362847868311425
BHI-012,2018,0.7396681275510749
BHI-012,2019,0.7513204961870767
BHI-012,2020,0.7463999596530867
BHI-013,2007,0.653
BHI-013,2008,0.68
BHI-013,2009,0.6920000000000001
BHI-013,2010,0.7070000000000001
BHI-013,2011,0.7140000000000001
BHI-013,2012,0.705
BHI-013,2013,0.7049999999999998
BHI-013,2014,0.711
BHI-013,2015,0.7170000000000001
BHI-013,2016,0.725
BHI-013,2017,0.735
BHI-013,2018,0.732
BHI-013,2019,0.7490000000000001
BHI-013,2020,0.7649999999999999
BHI-014,2007,0.7230918998966485
BHI-014,2008,0.7310800422690434
BHI-014,2009,0.7110406069356834
BHI-014,2010,0.7160146285109833
BHI-014,2011,0.7160544544756571
BHI-014,2012,0.7140614059222762
BHI-014,2013,0.7220540069723691
BHI-014,2014,0.7220681638908907
BHI-014,2015,0.73406259279622
BHI-014,2016,0.7380535487992691
BHI-014,2017,0.7390785538124427
BHI-014,2018,0.738083636243699
BHI-014,2019,0.7301029265500232
BHI-014,2020,0.7180848608574906
BHI-015,2007,0.7809999999999999
BHI-015,2008,0.7759999999999999
BHI-015,2009,0.7490000000000001
BHI-015,2010,0.734
BHI-015,2011,0.728
BHI-015,2012,0.725
BHI-015,2013,0.7269999999999999
BHI-015,2014,0.728
BHI-015,2015,0.738
BHI-015,2016,0.7509999999999999
BHI-015,2017,0.752
BHI-015,2018,0.759
BHI-015,2019,0.7679999999999999
BHI-015,2020,0.7620000000000001
BHI-016,2007,0.653
BHI-016,2008,0.68
BHI-016,2009,0.6920000000000001
BHI-016,2010,0.7070000000000001
BHI-016,2011,0.7140000000000001
BHI-016,2012,0.705
BHI-016,2013,0.705
BHI-016,2014,0.711
BHI-016,2015,0.7170000000000001
BHI-016,2016,0.725
BHI-016,2017,0.735
BHI-016,2018,0.732
BHI-016,2019,0.7490000000000001
BHI-016,2020,0.765
BHI-017,2007,0.5296727383707965
BHI-017,2008,0.5529455357163713
BHI-017,2009,0.5568039692742567
BHI-017,2010,0.5472146307359359
BHI-017,2011,0.5510330424828982
BHI-017,2012,0.5673754228164045
BHI-017,2013,0.5761870934274014
BHI-017,2014,0.5919558169142551
BHI-017,2015,0.6086980250840323
BHI-017,2016,0.6177303444781528
BHI-017,2017,0.6425295781255653
BHI-017,2018,0.6657947668722062
BHI-017,2019,0.6706434827520977
BHI-017,2020,0.6773891314900237
BHI-018,2007,0.558864570904081
BHI-018,2008,0.5807069166607883
BHI-018,2009,0.5766709263214015
BHI-018,2010,0.5811056499387852
BHI-018,2011,0.578984137760539
BHI-018,2012,0.5808059022301395
BHI-018,2013,0.5819747437500022
BHI-018,2014,0.5961694769135919
BHI-018,2015,0.6234032986842908
BHI-018,2016,0.6414619723818922
BHI-018,2017,0.6625390332897899
BHI-018,2018,0.6720198439971257
BHI-018,2019,0.6926474978569571
BHI-018,2020,0.6906672957422756
BHI-020,2007,0.772
BHI-020,2008,0.774
BHI-020,2009,0.733
BHI-020,2010,0.7240000000000001
BHI-020,2011,0.746
BHI-020,2012,0.748
BHI-020,2013,0.752
BHI-020,2014,0.76
BHI-020,2015,0.769
BHI-020,2016,0.768
BHI-020,2017,0.7829999999999999
BHI-020,2018,0.785
BHI-020,2019,0.7879999999999999
BHI-020,2020,0.7659999999999999
BHI-021,2007,0.563
BHI-021,2008,0.5870000000000001
BHI-021,2009,0.581
BHI-021,2010,0.588
BHI-021,2011,0.588
BHI-021,2012,0.593
BHI-021,2013,0.5920000000000001
BHI-021,2014,0.607
BHI-021,2015,0.638
BHI-021,2016,0.6559999999999999
BHI-021,2017,0.677
BHI-021,2018,0.6859999999999999
BHI-021,2019,0.708
BHI-021,2020,0.7020000000000001
BHI-023,2007,0.65
BHI-023,2008,0.6439999999999999
BHI-023,2009,0.599
BHI-023,2010,0.5760000000000001
BHI-023,2011,0.602
BHI-023,2012,0.62
BHI-023,2013,0.621
BHI-023,2014,0.64
BHI-023,2015,0.6579999999999999
BHI-023,2016,0.672
BHI-023,2017,0.68
BHI-023,2018,0.698
BHI-023,2019,0.703
BHI-023,2020,0.692
BHI-024,2007,0.6809999999999999
BHI-024,2008,0.682
BHI-024,2009,0.603
BHI-024,2010,0.585
BHI-024,2011,0.608
BHI-024,2012,0.63
BHI-024,2013,0.65
BHI-024,2014,0.6629999999999999
BHI-024,2015,0.6809999999999999
BHI-024,2016,0.687
BHI-024,2017,0.701
BHI-024,2018,0.718
BHI-024,2019,0.723
BHI-024,2020,0.7160000000000001
BHI-025,2007,0.698
BHI-025,2008,0.701
BHI-025,2009,0.638
BHI-025,2010,0.612
BHI-025,2011,0.653
BHI-025,2012,0.6709999999999999
BHI-025,2013,0.685
BHI-025,2014,0.696
BHI-025,2015,0.7190000000000001
BHI-025,2016,0.721
BHI-025,2017,0.741
BHI-025,2018,0.748
BHI-025,2019,0.753
BHI-025,2020,0.737
BHI-026,2007,0.7530572587749775
BHI-026,2008,0.7602479815083387
BHI-026,2009,0.7426252008649233
BHI-026,2010,0.7368575215276314
BHI-026,2011,0.7501364824843276
BHI-026,2012,0.7517547411212268
BHI-026,2013,0.7583069864996356
BHI-026,2014,0.7618356815976923
BHI-026,2015,0.7674091076103855
BHI-026,2016,0.7723124087899135
BHI-026,2017,0.7798152710288948
BHI-026,2018,0.7861118555914431
BHI-026,2019,0.7836726148254987
BHI-026,2020,0.7677398674461384
BHI-027,2007,0.6809999999999999
BHI-027,2008,0.682
BHI-027,2009,0.603
BHI-027,2010,0.585
BHI-027,2011,0.608
BHI-027,2012,0.63
BHI-027,2013,0.65
BHI-027,2014,0.6629999999999999
BHI-027,2015,0.6809999999999999
BHI-027,2016,0.687
BHI-027,2017,0.701
BHI-027,2018,0.718
BHI-027,2019,0.723
BHI-027,2020,0.716
BHI-028,2007,0.698
BHI-028,2008,0.701
BHI-028,2009,0.6379999999999999
BHI-028,2010,0.612
BHI-028,2011,0.653
BHI-028,2012,0.6709999999999999
BHI-028,2013,0.685
BHI-028,2014,0.6959999999999998
BHI-028,2015,0.7190000000000001
BHI-028,2016,0.7209999999999999
BHI-028,2017,0.741
BHI-028,2018,0.748
BHI-028,2019,0.753
BHI-028,2020,0.737
BHI-029,2007,0.7600067366595764
BHI-029,2008,0.7700022179404062
BHI-029,2009,0.7599852226290271
BHI-029,2010,0.7549833066313347
BHI-029,2011,0.7659893941402339
BHI-029,2012,0.7669900869170948
BHI-029,2013,0.7749881590594182
BHI-029,2014,0.7749923724259812
BHI-029,2015,0.7789949542758462
BHI-029,2016,0.7849914684699225
BHI-029,2017,0.7919954868969217
BHI-029,2018,0.8009920267454209
BHI-029,2019,0.794996534196299
BHI-029,2020,0.7829916462430168
BHI-031,2007,0.698
BHI-031,2008,0.701
BHI-031,2009,0.638
BHI-031,2010,0.612
BHI-031,2011,0.653
BHI-031,2012,0.6709999999999999
BHI-031,2013,0.685
BHI-031,2014,0.696
BHI-031,2015,0.7190000000000001
BHI-031,2016,0.721
BHI-031,2017,0.741
BHI-031,2018,0.748
BHI-031,2019,0.753
BHI-031,2020,0.737
BHI-032,2007,0.7515893865275183
BHI-032,2008,0.7596324050096004
BHI-032,2009,0.7372175791965679
BHI-032,2010,0.728807016952888
BHI-032,2011,0.7367565423587032
BHI-032,2012,0.736243108284619
BHI-032,2013,0.7283076470202748
BHI-032,2014,0.7241874496548335
BHI-032,2015,0.7217704807088492
BHI-032,2016,0.7269114352475942
BHI-032,2017,0.7289060801578677
BHI-032,2018,0.744217189094698
BHI-032,2019,0.7505833789216153
BHI-032,2020,0.7416153939519651
BHI-034,2007,0.6980000000000001
BHI-034,2008,0.7010000000000001
BHI-034,2009,0.638
BHI-034,2010,0.612
BHI-034,2011,0.6530000000000001
BHI-034,2012,0.671
BHI-034,2013,0.685
BHI-034,2014,0.696
BHI-034,2015,0.7190000000000001
BHI-034,2016,0.721
BHI-034,2017,0.741
BHI-034,2018,0.7480000000000001
BHI-034,2019,0.753
BHI-034,2020,0.7370000000000001
BHI-035,2007,0.7546388939932619
BHI-035,2008,0.7638862943818314
BHI-035,2009,0.7530105739496574
BHI-035,2010,0.7478143772137436
BHI-035,2011,0.7591371854820995
BHI-035,2012,0.7604664866220135
BHI-035,2013,0.7680118742600133
BHI-035,2014,0.7693176948463706
BHI-035,2015,0.7735986422116443
BHI-035,2016,0.7797449404099557
BHI-035,2017,0.7862514391395373
BHI-035,2018,0.7945184242680258
BHI-035,2019,0.7897790766594036
BHI-035,2020,0.7764298107193899
BHI-036,2007,0.795
BHI-036,2008,0.825
BHI-036,2009,0.779
BHI-036,2010,0.78
BHI-036,2011,0.7850000000000001
BHI-036,2012,0.807
BHI-036,2013,0.787
BHI-036,2014,0.8179999999999998
BHI-036,2015,0.818
BHI-036,2016,0.818
BHI-036,2017,0.83
BHI-036,2018,0.818
BHI-036,2019,0.815
BHI-036,2020,0.815
BHI-037,2007,0.7301694098220939
BHI-037,2008,0.723408151533563
BHI-037,2009,0.7029180305569878
BHI-037,2010,0.7021544784254751
BHI-037,2011,0.7182874951859978
BHI-037,2012,0.7230673372138517
BHI-037,2013,0.7304495646631198
BHI-037,2014,0.732934660730579
BHI-037,2015,0.7359982492938366
BHI-037,2016,0.7468675090060233
BHI-037,2017,0.754763559599712
BHI-037,2018,0.7604117140928891
BHI-037,2019,0.7552598743239256
BHI-037,2020,0.7371651785002922
BHI-038,2007,0.7023254073261627
BHI-038,2008,0.7036735029570225
BHI-038,2009,0.6783364983145133
BHI-038,2010,0.6711601935413617
BHI-038,2011,0.6798252823831189
BHI-038,2012,0.6855026599485691
BHI-038,2013,0.6791604200564582
BHI-038,2014,0.6806607042607719
BHI-038,2015,0.6770001639417985
BHI-038,2016,0.6813367697169592
BHI-038,2017,0.6900038957056528
BHI-038,2018,0.7165026582265149
BHI-038,2019,0.7273386798718382
BHI-038,2020,0.7200101834135062
BHI-039,2007,0.737
BHI-039,2008,0.721
BHI-039,2009,0.7009999999999998
BHI-039,2010,0.6920000000000001
BHI-039,2011,0.7240000000000001
BHI-039,2012,0.721
BHI-039,2013,0.735
BHI-039,2014,0.743
BHI-039,2015,0.7449999999999999
BHI-039,2016,0.772
BHI-039,2017,0.77
BHI-039,2018,0.769
BHI-039,2019,0.7589999999999999
BHI-039,2020,0.7659999999999999
BHI-040,2007,0.703
BHI-040,2008,0.703
BHI-040,2009,0.6779999999999999
BHI-040,2010,0.672
BHI-040,2011,0.6809999999999999
BHI-040,2012,0.685
BHI-040,2013,0.6809999999999999
BHI-040,2014,0.684
BHI-040,2015,0.679
BHI-040,2016,0.6829999999999999
BHI-040,2017,0.691
BHI-040,2018,0.7170000000000001
BHI-040,2019,0.728
BHI-040,2020,0.721
BHI-041,2007,0.737
BHI-041,2008,0.721
BHI-041,2009,0.701
BHI-041,2010,0.6920000000000001
BHI-041,2011,0.7240000000000001
BHI-041,2012,0.721
BHI-041,2013,0.735
BHI-041,2014,0.743
BHI-041,2015,0.745
BHI-041,2016,0.772
BHI-041,2017,0.77
BHI-041,2018,0.769
BHI-041,2019,0.759
BHI-041,2020,0.7659999999999999
BHI-042,2007,0.6617956365047521
BHI-042,2008,0.6715093844011346
BHI-042,2009,0.6478397300631836
BHI-042,2010,0.6482861862984983
BHI-042,2011,0.6579505657416601
BHI-042,2012,0.6594146704472119
BHI-042,2013,0.6631111593081392
BHI-042,2014,0.6635736945746469
BHI-042,2015,0.660504647599855
BHI-042,2016,0.6664352318152016
BHI-042,2017,0.6789079266597055
BHI-042,2018,0.7004769601481414
BHI-042,2019,0.7102333653949027
BHI-042,2020,0.7007264586271433
BHI-043,2007,0.7142330974203897
BHI-043,2008,0.7223321500972754
BHI-043,2009,0.6967654509466313
BHI-043,2010,0.6852099662225153
BHI-043,2011,0.6925743670495073
BHI-043,2012,0.7023605670137191
BHI-043,2013,0.6874671536068819
BHI-043,2014,0.6821552529346961
BHI-043,2015,0.6836413723551436
BHI-043,2016,0.6895005309789931
BHI-043,2017,0.6985424793743875
BHI-043,2018,0.7233935519051046
BHI-043,2019,0.7323317216375745
BHI-043,2020,0.7234183265506402
