"region_id","assessment_year_red_list","scientific_name","common_name","species_group","red_list_category"
27,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
27,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
27,2013,"Anser anser","Goose","Birds","LC - Least Concern"
27,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
27,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
27,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
27,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
27,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
27,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
27,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
27,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
27,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
28,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
28,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
28,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
28,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
28,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
28,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
28,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
28,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
28,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
28,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
28,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
28,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
28,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
28,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
28,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
28,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
28,2013,"Anser anser","Goose","Birds","LC - Least Concern"
28,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
28,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
28,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
28,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
28,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
28,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
28,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
28,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
28,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
29,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
29,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
29,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
29,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
29,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
29,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
29,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
29,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
29,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
29,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
29,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
29,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
29,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
29,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
29,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
29,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
29,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
29,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
29,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
29,2013,"Anser anser","Goose","Birds","LC - Least Concern"
29,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
29,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
29,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
29,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
29,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
29,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
29,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
29,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
29,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
30,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
30,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
30,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
30,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
30,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
30,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
30,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
30,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
30,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
30,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
30,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
30,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
30,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
30,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
30,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
30,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
30,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
30,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
30,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
30,2013,"Anser anser","Goose","Birds","LC - Least Concern"
30,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
30,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
30,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
30,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
30,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
30,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
30,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
30,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
30,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
31,2007,"Gadus morhua","Cod","Fish and Lamprey","EN - Endangered"
31,2013,"Gadus morhua","Cod","Fish and Lamprey","VU - Vulnerable"
31,2013,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
31,2007,"Platichthys flesus","Flounder","Fish and Lamprey","LC - Least Concern"
31,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
31,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
31,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
31,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
31,2013,"Sprattus sprattus","Sprat","Fish and Lamprey","LC - Least Concern"
31,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
31,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
31,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
31,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
31,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
31,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
31,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
31,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
31,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
31,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
31,2013,"Anser anser","Goose","Birds","LC - Least Concern"
31,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
31,2013,"Nephrops norvegicus","Dublin Bay lobster","Benthic Invertebrates","LC - Least Concern"
31,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
31,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
31,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
31,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
31,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
31,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
31,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
32,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
32,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
32,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
32,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
32,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
32,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
32,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
32,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
32,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
32,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
32,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
32,2013,"Anser anser","Goose","Birds","LC - Least Concern"
32,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
32,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
32,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
32,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
32,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
32,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
32,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
32,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
33,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
33,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
33,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
33,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
33,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
33,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
33,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
33,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
33,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
33,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
33,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
33,2013,"Anser anser","Goose","Birds","LC - Least Concern"
33,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
33,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
33,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
33,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
33,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
33,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
33,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
33,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
34,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
34,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
34,2013,"Halichoerus grypus","grey seal / gray seal","Mammals","LC - Least Concern"
34,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
34,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
34,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
34,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
34,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
34,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
34,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
34,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
34,2013,"Anser anser","Goose","Birds","LC - Least Concern"
34,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
34,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
34,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
34,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
34,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
34,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
34,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
34,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
35,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
35,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
35,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
35,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
35,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
35,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
35,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
35,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
35,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
35,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
35,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
35,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
35,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
35,2013,"Anser anser","Goose","Birds","LC - Least Concern"
35,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
35,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
35,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
35,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
35,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
35,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
35,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
35,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
36,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
36,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
36,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
36,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
36,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
36,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
36,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
36,2013,"Clangula hyemalis","Long-tailed duck","Birds","EN - Endangered"
36,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
36,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
36,2013,"Gavia stellata","Red-throated diver","Birds","CR - Critically Endangered"
36,2013,"Gavia arctica","Black-throated diver","Birds","CR - Critically Endangered"
36,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
36,2013,"Anser anser","Goose","Birds","LC - Least Concern"
36,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
36,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
36,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
36,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
36,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
36,2013,"Zostera marina","Eelgrass/Sea grass","Macrophytes","LC - Least Concern"
36,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
36,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
37,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
37,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
37,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
37,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
37,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
37,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
37,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
37,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
37,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
37,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
37,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
37,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
37,2013,"Anser anser","Goose","Birds","LC - Least Concern"
37,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
37,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
37,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
37,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
37,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
37,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
37,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
38,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
38,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
38,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
38,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
38,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
38,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
38,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
38,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
38,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
38,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
38,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
38,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
38,2013,"Anser anser","Goose","Birds","LC - Least Concern"
38,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
38,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
38,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
38,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
38,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
38,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
38,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
39,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
39,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
39,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
39,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
39,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
39,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
39,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
39,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
39,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
39,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
39,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
39,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
39,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
39,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
39,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
39,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
39,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
40,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
40,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
40,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
40,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
40,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
40,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
40,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
40,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
40,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
40,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
40,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
40,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
40,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
40,2013,"Furcellaria lumbricalis","Red seaweed","Macrophytes","LC - Least Concern"
40,2013,"Fucus vesiculosus","Bladder wrack","Macrophytes","LC - Least Concern"
40,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
40,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
41,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
41,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
41,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
41,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
41,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
41,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
41,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
41,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
41,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
41,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
41,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
41,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
41,2013,"Anser anser","Goose","Birds","LC - Least Concern"
41,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
41,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
41,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
41,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
41,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
42,2007,"Clupea harengus","Herring","Fish and Lamprey","EN - Endangered"
42,2013,"Clupea harengus","Herring","Fish and Lamprey","LC - Least Concern"
42,2013,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
42,2007,"Perca fluviatilis","Perch","Fish and Lamprey","LC - Least Concern"
42,2007,"Salmo salar","Salmon","Fish and Lamprey","EN - Endangered"
42,2013,"Salmo salar","Salmon","Fish and Lamprey","VU - Vulnerable"
42,2013,"Lutra lutra","European otter / Euraisan otter","Mammals","NT - Near Threatened"
42,2013,"Pusa hispida","ringed seal","Mammals","VU - Vulnerable"
42,2013,"Phocoena phocoena (Baltic Sea Sub-population)","harbour porpoise","Mammals","CR - Critically Endangered"
42,2013,"Sterna hirundo","Common tern","Birds","LC - Least Concern"
42,2013,"Larus canus","Common gull","Birds","LC - Least Concern"
42,2013,"Cygnus olor","Mute swan","Birds","LC - Least Concern"
42,2013,"Anser anser","Goose","Birds","LC - Least Concern"
42,2013,"Mergus merganser","Common merganser","Birds","LC - Least Concern"
42,2013,"Mytilus edulis","Blue mussel","Benthic Invertebrates","LC - Least Concern"
42,2013,"Saduria entomon","Crustacean","Benthic Invertebrates","LC - Least Concern"
42,2013,"Haliaeetus albicilla","sea eagle","Birds","LC - Least Concern"
42,2013,"Somateria mollissima","common eider","Birds","VU - Vulnerable"
